Wed Jan 24 04:21:33 2024    /app/output/2024-01-24/ctms_siot/EXP_ACCURACY_TRUST_CONVERGENCE_PERFORMANCE/simulation_run_6/data/profiler/output.dat

         329934500 function calls (329097814 primitive calls) in 151.505 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 38412399    3.593    0.000    3.593    0.000 {built-in method builtins.isinstance}
 37431271    6.647    0.000    6.647    0.000 {built-in method _struct.unpack}
 37314868   13.115    0.000   24.066    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:35(read)
 37314868    4.396    0.000    4.396    0.000 {built-in method _struct.calcsize}
 19929500    4.513    0.000    6.067    0.000 /usr/local/python/3.12.1/lib/python3.12/enum.py:197(__get__)
 17243371    7.304    0.000   15.770    0.000 /app/trust_management/transaction_exchange_scheme/trust_inference_engine.py:68(_check_requirements)
 16426040    1.192    0.000    1.192    0.000 /usr/local/python/3.12.1/lib/python3.12/enum.py:1279(value)
 10060853    1.804    0.000    1.804    0.000 {method 'decode' of 'bytes' objects}
 10060852    8.372    0.000   23.324    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:67(readString)
  5485785    0.819    0.000    0.819    0.000 {method 'keys' of 'dict' objects}
  5450585    0.843    0.000    0.843    0.000 {method 'append' of 'list' objects}
  5274609    0.589    0.000    0.589    0.000 {built-in method builtins.len}
  4538134    0.457    0.000    0.457    0.000 {built-in method builtins.hash}
  3896914    0.748    0.000    1.133    0.000 /usr/local/python/3.12.1/lib/python3.12/enum.py:1254(__hash__)
  3503460    0.363    0.000    0.363    0.000 /usr/local/python/3.12.1/lib/python3.12/enum.py:1274(name)
  2757408    0.661    0.000    1.451    0.000 /app/data_models/iot_devices/device_handler.py:34(get)
  2733972    1.703    0.000   38.289    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/domain.py:40(_parse)
  2632069    1.158    0.000   38.721    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/domain.py:81(add)
  2214819    2.768    0.000   24.020    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:76(readStringList)
  1798419    0.267    0.000    0.267    0.000 {method 'items' of 'dict' objects}
  1648531    0.160    0.000    0.160    0.000 {built-in method posix.fspath}
  1527690    0.260    0.000    0.260    0.000 {method 'get' of 'dict' objects}
  1322392    0.121    0.000    0.121    0.000 /app/data_models/iot_devices/vehicle.py:247(all)
  1137096    0.105    0.000    0.105    0.000 /app/data_models/iot_devices/device_handler.py:133(get_devices_group_handler)
   984527    0.212    0.000    0.212    0.000 {method 'rfind' of 'str' objects}
   983440    0.263    0.000    0.934    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:53(readDouble)
   968691    0.200    0.000    0.296    0.000 <frozen posixpath>:52(normcase)
   968691    0.385    0.000    0.681    0.000 /usr/local/python/3.12.1/lib/python3.12/logging/__init__.py:200(_is_internal_frame)
967991/549680    0.263    0.000    0.149    0.000 {method 'acquire' of '_thread.lock' objects}
   890070    0.405    0.000    0.405    0.000 {method 'update' of 'dict' objects}
   865351    0.219    0.000    0.219    0.000 {built-in method _struct.pack}
   857511    0.087    0.000    0.087    0.000 /app/trust_management/data_models/transaction/transaction_manager.py:237(get_recommended_transactions_ids)
   857511    0.440    0.000    0.646    0.000 /app/trust_management/data_models/transaction/transaction_controller.py:272(exists_in_recommendations)
   759582    0.111    0.000    0.111    0.000 {method '__exit__' of '_thread.lock' objects}
   712340    4.315    0.000   22.750    0.000 /app/trust_management/transaction_exchange_scheme/trust_inference_engine.py:36(exchange_transaction_between_devices)
   706729    0.118    0.000    0.118    0.000 {method 'values' of 'dict' objects}
   691064    4.785    0.000    4.785    0.000 {built-in method numpy.array}
   654900    0.095    0.000    0.095    0.000 {built-in method builtins.hasattr}
   645968    0.088    0.000    0.088    0.000 {built-in method _thread.get_ident}
   645794    0.110    0.000    0.110    0.000 {method 'end' of 're.Match' objects}
   645794    0.237    0.000    0.237    0.000 {method 'match' of 're.Pattern' objects}
   645794    0.112    0.000    0.112    0.000 /usr/local/python/3.12.1/lib/python3.12/logging/__init__.py:831(filter)
645049/645018    0.174    0.000    0.247    0.000 /usr/local/python/3.12.1/lib/python3.12/threading.py:302(__exit__)
645048/644702    0.150    0.000    0.147    0.000 {method '__enter__' of '_thread.lock' objects}
645048/644555    0.313    0.000    0.461    0.000 /usr/local/python/3.12.1/lib/python3.12/threading.py:299(__enter__)
   644954    0.176    0.000    0.331    0.000 /usr/local/python/3.12.1/lib/python3.12/threading.py:314(_is_owned)
   644908    0.202    0.000    0.533    0.000 /usr/local/python/3.12.1/lib/python3.12/threading.py:394(notify)
   641220    0.132    0.000    0.204    0.000 /usr/local/python/3.12.1/lib/python3.12/uuid.py:268(__hash__)
   616080    0.104    0.000    0.104    0.000 {method 'join' of 'str' objects}
   615980    6.489    0.000    6.489    0.000 /usr/local/python/3.12.1/lib/python3.12/json/encoder.py:205(iterencode)
   615980    0.563    0.000    7.325    0.000 /usr/local/python/3.12.1/lib/python3.12/json/encoder.py:183(encode)
   615980    0.214    0.000    7.549    0.000 /usr/local/python/3.12.1/lib/python3.12/json/__init__.py:183(dumps)
   508094    0.763    0.000    0.763    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   503500    0.297    0.000    0.297    0.000 {built-in method numpy.asarray}
   497723    0.164    0.000    0.164    0.000 {method 'encode' of 'str' objects}
   466878    0.042    0.000    0.042    0.000 /app/data_models/iot_devices/smart_phone.py:151(all)
   465105    0.044    0.000    0.044    0.000 /app/data_models/iot_devices/traffic_camera.py:127(all)
   465105    0.042    0.000    0.042    0.000 /app/data_models/iot_devices/induction_loop.py:111(all)
   462578    1.177    0.000    2.595    0.000 /app/data_models/report_management/sensed_device_record.py:29(__init__)
   462539    0.174    0.000    0.174    0.000 /app/data_models/report_management/sensed_device_record.py:87(normalize_vehicle_object)
   462539    0.308    0.000    2.902    0.000 /app/data_models/functions/functionalities.py:214(add_sensed_device)
   416638    0.184    0.000    0.684    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:61(readLength)
   390681    0.090    0.000    0.090    0.000 {method 'startswith' of 'str' objects}
   364960    0.098    0.000    0.322    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:40(readInt)
   363888    0.162    0.000    0.162    0.000 {method 'clear' of 'dict' objects}
   356534    0.081    0.000    0.128    0.000 <frozen posixpath>:41(_get_sep)
