Thu Jan 25 23:53:31 2024    /app/output/2024-01-25/cbstm_iot/ROBUSTUNESS_EXPERIMENT_MALICIOUS_DEGREE0.6/simulation_run_0/data/profiler/output.dat

         513099975 function calls (510357905 primitive calls) in 481.395 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 59383283    5.956    0.000    5.957    0.000 {built-in method builtins.isinstance}
 55689258   10.292    0.000   10.292    0.000 {built-in method _struct.unpack}
 55494043   23.959    0.000   41.014    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:35(read)
 55494043    6.924    0.000    6.924    0.000 {built-in method _struct.calcsize}
 30908945   23.832    0.000   28.061    0.000 /usr/local/python/3.12.1/lib/python3.12/enum.py:197(__get__)
 26602813   40.614    0.000   69.960    0.000 /app/trust_management/transaction_exchange_scheme/trust_inference_engine.py:68(_check_requirements)
 25319012    3.315    0.000    3.315    0.000 /usr/local/python/3.12.1/lib/python3.12/enum.py:1279(value)
 14640255    2.710    0.000    2.710    0.000 {method 'decode' of 'bytes' objects}
 14640250   30.377    0.000   55.017    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:67(readString)
  9202082    1.388    0.000    1.388    0.000 {method 'keys' of 'dict' objects}
  8716948    0.939    0.000    0.939    0.000 {built-in method builtins.hash}
  8677296    0.986    0.000    0.986    0.000 {built-in method builtins.len}
  7888755    1.227    0.000    1.227    0.000 {method 'append' of 'list' objects}
  7714214    1.908    0.000    2.722    0.000 /usr/local/python/3.12.1/lib/python3.12/enum.py:1254(__hash__)
  5779281    4.335    0.000    6.347    0.000 /app/data_models/iot_devices/device_handler.py:34(get)
  5589933    0.913    0.000    0.913    0.000 /usr/local/python/3.12.1/lib/python3.12/enum.py:1274(name)
  4448965    9.763    0.000  104.261    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/domain.py:40(_parse)
  4261488    9.015    0.000  111.252    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/domain.py:81(add)
  3156608   13.604    0.000   62.048    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:76(readStringList)
  2995215    0.451    0.000    0.451    0.000 {method 'items' of 'dict' objects}
  2558994    0.265    0.000    0.265    0.000 {built-in method posix.fspath}
  2455932    0.296    0.000    0.296    0.000 /app/data_models/iot_devices/vehicle.py:247(all)
  2246616    0.380    0.000    0.380    0.000 {method 'get' of 'dict' objects}
  2160111    0.281    0.000    0.281    0.000 /app/data_models/iot_devices/device_handler.py:133(get_devices_group_handler)
  1638296    1.477    0.000    2.728    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:53(readDouble)
  1570917    0.394    0.000    0.394    0.000 {built-in method _struct.pack}
1536274/9    2.515    0.000    0.099    0.011 {method 'acquire' of '_thread.lock' objects}
