Wed Jan 24 01:43:27 2024    /app/output/2024-01-24/mctse_evaluation_model/EXP_ACCURACY_TRUST_CONVERGENCE_PERFORMANCE/simulation_run_9/data/profiler/output.dat

         357724200 function calls (356412606 primitive calls) in 182.820 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 55209714    9.805    0.000    9.805    0.000 {built-in method _struct.unpack}
 55042071   19.236    0.000   35.417    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:35(read)
 55042071    6.526    0.000    6.526    0.000 {built-in method _struct.calcsize}
 14529158    2.542    0.000    2.542    0.000 {method 'decode' of 'bytes' objects}
 14529157   11.614    0.000   33.112    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:67(readString)
  8596346    0.885    0.000    0.885    0.000 {built-in method builtins.hash}
  7662560    1.436    0.000    2.209    0.000 /usr/local/python/3.12.1/lib/python3.12/enum.py:1254(__hash__)
  7402278    1.136    0.000    1.136    0.000 {method 'append' of 'list' objects}
  7020372    0.852    0.000    0.852    0.000 {built-in method builtins.isinstance}
  6838382    0.773    0.000    0.773    0.000 {built-in method builtins.len}
  5790353    1.380    0.000    3.136    0.000 /app/data_models/iot_devices/device_handler.py:34(get)
  5366818    1.342    0.000    1.876    0.000 /usr/local/python/3.12.1/lib/python3.12/enum.py:197(__get__)
  5361709    0.533    0.000    0.533    0.000 /usr/local/python/3.12.1/lib/python3.12/enum.py:1274(name)
  4930299    0.766    0.000    0.766    0.000 {method 'keys' of 'dict' objects}
  4387407    2.706    0.000   55.144    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/domain.py:40(_parse)
  4245630    1.764    0.000   55.935    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/domain.py:81(add)
  3156635    3.854    0.000   33.633    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:76(readStringList)
  2425642    0.217    0.000    0.217    0.000 /app/data_models/iot_devices/vehicle.py:247(all)
  2414945    0.234    0.000    0.234    0.000 {built-in method posix.fspath}
  2152075    0.190    0.000    0.190    0.000 /app/data_models/iot_devices/device_handler.py:133(get_devices_group_handler)
  1996391    0.332    0.000    0.332    0.000 {method 'get' of 'dict' objects}
  1600327    0.428    0.000    1.506    0.000 /usr/local/python/3.12.1/lib/python3.12/site-packages/traci/storage.py:53(readDouble)
  1442243    0.297    0.000    0.297    0.000 {method 'rfind' of 'str' objects}
  1419996    0.288    0.000    0.427    0.000 <frozen posixpath>:52(normcase)
  1419996    0.557    0.000    0.984    0.000 /usr/local/python/3.12.1/lib/python3.12/logging/__init__.py:200(_is_internal_frame)
1413757/850050    0.384    0.000    0.231    0.000 {method 'acquire' of '_thread.lock' objects}
  1408612    0.660    0.000    0.660    0.000 {method 'update' of 'dict' objects}
  1299636    0.319    0.000    0.319    0.000 {built-in method _struct.pack}
  1105153    0.161    0.000    0.161    0.000 {method '__exit__' of '_thread.lock' objects}
  1104990    0.100    0.000    0.100    0.000 /app/data_models/iot_devices/smart_phone.py:151(all)
  1102828    0.098    0.000    0.098    0.000 /app/data_models/iot_devices/traffic_camera.py:127(all)
  1102828    0.095    0.000    0.095    0.000 /app/data_models/iot_devices/induction_loop.py:111(all)
  1099226    2.687    0.000    6.005    0.000 /app/data_models/report_management/sensed_device_record.py:29(__init__)
  1099226    0.377    0.000    0.377    0.000 /app/data_models/report_management/sensed_device_record.py:87(normalize_vehicle_object)
  1099226    0.669    0.000    6.671    0.000 /app/data_models/functions/functionalities.py:214(add_sensed_device)
  1094232    9.142    0.000    9.142    0.000 {built-in method numpy.array}
   957634    0.133    0.000    0.133    0.000 {built-in method builtins.hasattr}
   946805    0.127    0.000    0.127    0.000 {built-in method _thread.get_ident}
   946664    0.161    0.000    0.161    0.000 {method 'end' of 're.Match' objects}
   946664    0.304    0.000    0.304    0.000 {method 'match' of 're.Pattern' objects}
   946664    0.159    0.000    0.159    0.000 /usr/local/python/3.12.1/lib/python3.12/logging/__init__.py:831(filter)
   944951    0.157    0.000    0.158    0.000 {method 'join' of 'str' objects}
   944821    9.366    0.000    9.366    0.000 /usr/local/python/3.12.1/lib/python3.12/json/encoder.py:205(iterencode)
   944821    0.863    0.000   10.641    0.000 /usr/local/python/3.12.1/lib/python3.12/json/encoder.py:183(encode)
